R,S,T,I_R,I_S,I_T,Kondisi
222.35,221.33,221.19,1.11,1.11,1.12,0
217.14,234.06,216.29,1.24,1.01,0.87,1
230.86,213.26,219.39,1.05,1.16,1.5,1
226.2,229.78,233.79,1.45,1.22,1.1,1
222.32,222.77,221.32,1.04,1.01,1.04,1
231.72,233.16,210.74,0.95,1.12,1.08,1
222.13,221.55,223.0,1.15,1.15,1.14,0
216.85,224.71,227.29,1.23,1.38,0.95,1
225.08,223.92,224.86,1.12,1.14,1.14,0
218.5,231.28,212.71,0.88,1.33,0.9,1
223.15,224.0,223.86,1.07,1.08,1.06,0
228.14,229.58,226.34,1.14,0.9,1.33,1
218.1,213.35,227.21,1.46,1.28,1.0,1
221.66,222.94,222.21,1.12,1.11,1.11,0
226.72,216.74,214.64,1.3,1.35,1.11,1
220.99,221.32,222.11,1.15,1.12,1.13,0
218.9,225.26,216.76,0.86,1.23,1.45,1
219.45,227.96,213.03,1.12,0.96,1.37,1
217.9,224.62,224.35,1.46,1.3,1.09,1
222.83,223.88,222.13,1.05,1.05,1.04,0
218.1,213.19,215.13,1.02,1.32,1.03,1
220.73,221.02,220.63,1.01,1.01,1.04,0
220.78,221.24,222.04,1.07,1.08,1.08,0
218.86,215.2,221.71,1.4,0.91,1.42,1
213.9,231.47,216.29,1.11,1.04,0.87,1
232.42,213.91,228.89,1.42,1.13,1.48,1
225.91,219.76,234.38,1.09,1.2,1.36,1
220.35,220.37,221.71,1.04,1.03,1.02,0
217.04,227.61,223.26,1.18,1.38,1.06,1
223.3,223.16,222.51,1.06,1.05,1.06,0
219.83,226.33,211.81,1.06,1.06,0.93,1
224.33,225.13,224.07,1.15,1.16,1.14,0
221.48,220.9,222.07,1.19,1.18,1.19,0
222.82,222.48,221.82,1.12,1.15,1.14,0
227.68,220.03,216.41,1.35,1.49,1.44,1
231.36,221.58,227.77,1.08,1.23,0.85,1
227.57,224.95,216.38,1.11,0.91,1.01,1
221.27,220.19,220.96,1.14,1.15,1.15,0
213.75,228.2,230.02,1.09,1.34,0.84,1
228.1,211.13,214.14,1.01,1.43,1.18,1
225.14,223.71,223.92,1.1,1.09,1.1,0
220.64,221.57,221.43,1.12,1.14,1.12,0
224.22,224.97,224.66,1.07,1.07,1.1,0
224.89,224.18,225.85,1.07,1.07,1.06,0
216.31,214.33,230.44,1.28,0.83,0.89,1
227.56,228.68,219.56,1.18,0.95,1.43,1
229.22,224.88,227.8,1.17,0.9,1.16,1
223.45,222.13,222.43,1.15,1.13,1.13,0
221.3,220.12,234.48,1.4,0.98,0.94,1
224.39,223.12,224.13,1.08,1.06,1.08,0
225.12,224.37,224.37,1.0,1.02,1.03,0
221.87,210.97,232.13,1.13,0.84,1.07,1
220.72,220.82,220.5,1.19,1.17,1.2,0
223.31,223.1,223.29,1.21,1.19,1.21,0
221.78,221.87,221.03,1.12,1.13,1.14,0
220.7,220.45,220.55,1.13,1.15,1.15,0
224.49,223.47,222.82,1.03,1.02,1.02,0
225.04,233.55,211.67,1.14,1.16,1.26,1
224.14,224.57,223.25,1.05,1.04,1.06,0
220.68,228.92,225.89,0.85,1.18,1.19,1
222.66,221.95,222.25,1.15,1.16,1.16,0
223.22,220.65,219.79,1.26,1.09,0.98,1
211.62,217.4,231.99,1.5,1.03,1.03,1
215.86,215.66,234.66,1.3,0.91,0.85,1
222.49,221.61,221.92,1.19,1.18,1.17,0
220.54,220.44,221.54,1.11,1.14,1.13,0
218.37,230.05,221.05,1.46,1.03,0.86,1
215.87,233.49,232.84,1.15,1.15,1.05,1
216.78,220.77,233.59,1.38,0.89,0.98,1
219.92,220.38,220.01,1.01,1.02,1.01,0
222.81,222.64,222.25,1.05,1.05,1.06,0
221.06,219.68,220.53,1.18,1.15,1.17,0
223.99,222.93,223.31,1.11,1.1,1.12,0
221.94,220.65,221.32,1.14,1.15,1.14,0
221.33,222.44,222.65,1.06,1.08,1.06,0
212.87,212.06,227.32,1.23,1.32,0.96,1
223.84,222.74,223.96,1.13,1.11,1.12,0
224.24,215.69,210.82,1.5,1.31,1.35,1
232.57,216.53,232.87,1.43,1.07,1.02,1
219.26,215.97,225.09,0.84,1.15,0.82,1
213.87,225.37,222.03,1.24,1.01,0.99,1
216.35,224.57,230.73,1.31,1.16,1.26,1
228.03,213.25,211.07,0.84,1.45,0.99,1
225.7,224.66,224.48,1.18,1.2,1.2,0
213.55,233.15,231.89,0.98,1.28,0.9,1
223.41,225.32,234.1,0.91,0.94,1.45,1
218.42,224.09,225.12,0.95,0.89,1.31,1
217.71,226.74,223.94,1.06,1.23,1.02,1
227.87,227.38,215.94,0.99,1.15,1.42,1
231.2,224.27,215.3,1.45,0.91,1.02,1
213.17,217.12,219.11,0.95,1.4,1.23,1
227.85,223.85,221.93,1.5,1.31,0.96,1
214.57,223.13,218.86,0.86,1.12,0.89,1
222.31,222.56,222.12,1.1,1.1,1.08,0
230.3,212.35,233.79,1.48,1.1,1.41,1
210.18,224.13,233.31,1.16,1.07,1.03,1
234.03,216.86,232.76,1.26,0.82,0.9,1
215.41,226.98,227.19,1.41,1.14,1.35,1
224.65,217.64,230.75,1.16,1.41,1.09,1
222.94,221.97,222.92,1.06,1.06,1.06,0
229.84,210.82,215.62,1.41,1.21,1.14,1
219.21,229.03,230.88,1.0,1.4,1.5,1
211.23,227.23,210.59,1.21,0.81,1.37,1
231.0,212.42,216.6,1.38,1.02,0.9,1
220.43,220.16,221.24,1.16,1.14,1.15,0
222.15,221.71,221.87,1.15,1.17,1.16,0
225.65,214.96,215.33,1.11,1.17,0.9,1
217.85,233.87,226.46,1.3,0.97,0.9,1
221.13,221.88,222.13,1.12,1.13,1.12,0
211.51,223.27,213.14,1.45,1.32,1.02,1
227.82,212.13,224.86,1.03,1.13,1.32,1
223.45,222.98,224.49,1.16,1.15,1.16,0
214.59,224.53,223.9,1.15,1.25,1.42,1
216.5,214.25,214.05,1.01,0.99,1.44,1
223.17,232.37,225.93,0.86,1.32,1.35,1
219.56,219.4,219.46,1.16,1.15,1.18,0
225.35,225.31,224.46,1.1,1.09,1.07,0
221.09,222.0,221.69,1.1,1.07,1.09,0
219.76,219.64,220.83,1.16,1.17,1.17,0
210.32,227.01,213.24,1.23,1.18,1.17,1
223.82,224.37,222.05,1.12,1.04,0.97,1
221.5,220.07,220.68,1.0,1.02,1.02,0
220.76,221.18,220.22,1.02,1.0,1.0,0
213.93,211.15,215.77,1.46,1.42,1.01,1
219.06,234.11,217.76,0.81,1.25,1.39,1
229.49,226.87,228.17,1.23,0.95,0.89,1
224.4,219.47,226.27,1.33,1.08,1.21,1
220.71,221.08,220.97,1.0,0.99,1.02,0
224.37,224.87,225.63,1.17,1.16,1.16,0
224.71,223.46,212.65,1.41,0.93,0.83,1
224.06,223.48,233.89,1.43,0.87,1.2,1
219.72,219.82,221.3,1.03,1.03,1.03,0
219.24,211.12,232.78,0.96,1.08,0.92,1
222.69,223.86,224.21,1.12,1.11,1.13,0
220.13,221.57,220.94,1.1,1.12,1.11,0
223.14,221.57,232.63,1.25,1.4,0.94,1
220.51,216.69,218.62,1.3,1.4,1.48,1
231.68,229.61,221.06,1.49,1.11,0.84,1
221.34,221.37,220.01,1.14,1.16,1.16,0
222.36,223.48,222.34,1.05,1.06,1.07,0
214.47,211.59,227.78,1.49,0.9,1.25,1
223.24,222.77,222.84,1.05,1.05,1.03,0
224.69,224.63,224.35,1.17,1.16,1.16,0
223.0,234.55,230.31,1.33,1.09,0.84,1
221.33,220.42,222.26,1.0,1.0,1.0,0
220.45,213.73,229.59,1.11,1.35,0.96,1
218.88,213.49,214.61,1.29,1.19,1.11,1
223.23,223.51,223.72,1.14,1.15,1.18,0
233.0,219.94,232.21,0.81,1.13,1.49,1
220.96,221.0,222.32,1.05,1.06,1.06,0
221.19,223.55,212.97,0.82,1.05,0.92,1
221.53,222.87,222.45,1.07,1.05,1.05,0
216.45,222.24,216.3,0.8,0.9,1.11,1
222.27,222.72,222.24,1.14,1.12,1.13,0
221.34,230.17,222.08,0.88,1.29,1.14,1
223.32,224.84,223.93,1.1,1.08,1.08,0
220.38,219.27,219.48,1.12,1.12,1.14,0
214.47,230.51,219.31,1.48,1.01,1.47,1
222.94,223.04,223.03,1.05,1.05,1.04,0
221.36,220.18,220.83,1.03,1.06,1.03,1
223.25,225.81,229.92,1.25,1.18,1.02,1
227.12,215.07,234.43,1.03,0.85,0.87,1
225.33,225.19,224.67,1.14,1.13,1.12,0
224.26,223.9,224.62,1.14,1.13,1.14,0
223.49,223.6,223.39,1.03,1.05,1.06,0
220.8,219.86,220.14,1.03,1.05,1.02,1
226.62,214.82,220.62,1.12,0.89,1.1,1
232.64,223.23,230.09,1.32,1.48,1.46,1
222.41,222.18,223.19,1.11,1.11,1.12,0
213.37,221.6,232.64,1.15,1.12,1.0,1
221.79,222.82,223.09,1.09,1.09,1.06,1
219.95,221.21,220.71,1.08,1.09,1.11,0
224.27,223.36,222.78,1.07,0.9,0.99,1
214.84,227.68,228.95,1.49,0.86,1.1,1
221.43,220.21,229.89,1.01,1.16,0.87,1
211.28,215.6,215.32,1.43,1.27,1.1,1
223.09,223.67,222.13,1.17,1.17,1.17,0
224.73,225.57,223.86,1.04,1.04,1.04,0
223.21,217.19,210.18,1.1,0.99,0.86,1
220.67,220.87,220.8,1.07,1.08,1.09,0
219.57,220.14,221.24,1.1,1.09,1.07,0
221.16,220.0,220.42,1.09,1.1,1.12,0
223.56,224.35,225.34,1.18,1.19,1.19,0
224.79,214.97,214.78,1.06,1.08,1.13,1
210.1,220.59,215.03,0.8,1.44,0.95,1
220.15,218.05,213.49,1.27,0.94,1.23,1
225.11,225.69,224.32,1.09,1.11,1.11,0
221.19,223.15,222.58,1.06,1.07,1.05,0
229.79,226.16,231.09,1.47,1.22,1.35,1
222.73,224.33,224.09,1.15,1.14,1.15,0
232.81,218.0,223.17,1.37,0.87,0.89,1
219.16,219.36,220.81,1.03,1.01,1.03,0
223.49,223.94,222.64,1.06,1.06,1.05,0
223.47,222.59,223.92,1.06,1.06,1.06,0
216.24,232.06,213.35,1.24,1.29,0.8,1
219.85,221.15,221.01,1.19,1.21,1.18,0
222.43,221.35,221.91,1.09,1.08,1.08,0
223.48,224.83,224.07,1.11,1.11,1.08,0
220.67,221.36,220.53,1.03,1.01,1.0,0
222.07,221.79,221.9,1.09,1.07,1.1,0
221.21,222.31,222.52,1.14,1.13,1.13,0
213.29,213.23,221.13,1.12,1.34,1.27,1
230.29,221.01,216.53,0.92,0.95,1.1,1
214.46,213.81,210.09,1.42,1.18,1.42,1
220.94,220.88,220.95,1.15,1.14,1.14,0
233.14,232.55,213.75,0.83,1.38,0.98,1
220.47,220.51,220.48,1.15,1.17,1.17,0
234.02,215.27,220.81,1.42,0.96,1.01,1
218.17,213.02,222.16,0.87,1.29,0.84,1
220.74,221.17,221.5,1.09,1.11,1.13,0
222.53,222.3,228.3,1.4,0.82,1.24,1
220.25,221.62,219.99,1.02,1.02,1.02,0
232.66,227.16,228.64,0.9,1.48,1.48,1
224.66,223.75,224.52,1.1,1.12,1.13,0
222.52,223.34,223.13,1.12,1.14,1.13,0
224.76,223.9,223.58,1.17,1.15,1.16,0
219.07,215.02,218.34,0.84,1.14,1.37,1
214.72,223.78,213.96,1.42,1.39,0.84,1
234.27,223.89,216.34,1.42,0.81,1.08,1
221.9,222.5,221.61,1.02,1.02,1.0,0
220.93,220.51,221.64,1.02,1.03,1.03,0
223.07,215.51,223.56,1.07,1.36,1.23,1
221.76,220.8,220.53,1.11,1.11,1.12,0
222.85,222.35,221.11,1.01,1.01,1.04,0
222.14,222.36,222.27,1.07,1.08,1.11,1
220.71,221.48,222.29,1.15,1.16,1.17,0
221.19,221.0,221.13,1.14,1.11,1.12,0
220.42,219.76,234.82,1.39,1.3,0.8,1
212.54,214.87,225.63,0.82,0.89,1.08,1
223.74,222.92,223.99,1.02,1.05,1.02,1
214.17,229.53,234.06,1.02,1.35,0.83,1
225.89,225.15,225.08,1.04,1.05,1.05,0
234.01,224.06,227.33,0.81,1.32,1.24,1
222.74,221.8,222.21,1.1,1.11,1.11,0
232.92,231.18,225.59,1.28,1.09,1.14,1
222.83,222.88,222.36,1.2,1.17,1.19,0
225.03,223.86,225.14,1.06,1.07,1.09,0
221.07,221.34,222.15,1.02,0.98,0.99,0
221.97,221.13,220.91,1.14,1.12,1.12,0
224.19,225.05,224.04,1.13,1.13,1.13,0
221.88,222.24,221.67,1.04,1.04,1.01,0
220.7,220.93,220.85,1.03,1.03,1.04,0
219.33,212.99,233.79,1.31,1.29,1.41,1
219.97,220.04,221.32,1.16,1.16,1.15,0
210.16,217.09,220.54,1.34,0.85,0.87,1
224.28,224.02,222.96,1.2,1.18,1.2,0
220.38,220.26,221.69,1.19,1.2,1.19,0
222.08,220.22,222.18,1.12,1.14,1.13,0
219.9,219.98,220.28,1.08,1.08,1.09,0
223.98,225.75,224.62,1.16,1.13,1.16,0
223.13,224.17,224.01,1.18,1.19,1.18,0
220.94,221.41,220.95,1.1,1.09,1.1,0
232.06,221.58,215.36,0.82,1.36,0.82,1
229.26,230.31,214.94,1.17,1.39,1.07,1
222.44,221.26,222.13,1.14,1.14,1.13,0
221.01,221.66,220.82,1.14,1.11,1.14,0
225.26,224.36,224.46,1.18,1.17,1.19,0
222.35,221.92,222.76,1.07,1.07,1.08,0
224.11,224.48,225.13,1.05,1.06,1.05,0
214.78,229.42,232.73,1.16,1.22,1.21,1
228.4,226.28,221.22,1.28,1.1,1.32,1
210.14,223.17,234.56,0.8,1.08,1.33,1
221.19,219.74,219.67,1.08,1.08,1.08,0
224.1,224.81,225.08,1.13,1.16,1.16,0
227.45,227.87,224.84,1.21,0.98,1.35,1
221.65,221.63,220.95,1.17,1.16,1.16,0
211.13,223.07,225.94,1.02,1.19,0.91,1
221.28,221.01,221.78,1.12,1.13,1.13,0
220.3,221.53,220.38,1.19,1.2,1.2,0
220.86,220.21,219.92,1.01,1.03,1.0,0
210.05,230.07,211.93,1.43,0.97,1.29,1
212.67,234.75,220.64,1.4,0.96,1.2,1
223.75,222.75,223.76,1.05,1.02,1.02,0
210.28,212.64,223.17,1.08,0.98,0.91,1
222.64,223.67,224.18,1.17,1.19,1.2,0
223.98,225.1,224.04,1.2,1.18,1.2,0
224.85,223.63,223.47,1.07,1.07,1.09,0
220.13,220.28,220.06,1.21,1.2,1.19,0
221.46,221.25,221.78,1.03,1.02,1.01,0
221.74,224.88,224.45,0.89,1.27,0.91,1
223.74,222.44,223.1,1.11,1.1,1.1,0
222.26,222.57,223.02,1.15,1.15,1.16,0
221.8,221.07,222.45,1.11,1.12,1.11,0
212.7,210.75,220.12,0.99,1.14,1.02,1
220.55,219.91,220.63,1.16,1.17,1.16,0
221.28,226.59,220.1,1.19,1.36,0.85,1
227.01,210.27,218.33,0.85,1.28,1.49,1
223.54,222.64,223.42,1.17,1.17,1.18,0
222.55,223.82,223.92,1.19,1.21,1.18,0
212.67,220.09,213.4,1.41,1.18,1.01,1
221.47,222.57,221.85,1.04,1.03,1.06,0
222.33,222.14,221.72,1.18,1.19,1.17,0
216.05,210.27,216.77,1.48,0.94,1.15,1
224.51,224.94,224.71,1.12,1.12,1.13,0
223.37,222.59,222.21,1.05,1.08,1.05,0
225.04,223.82,224.08,1.17,1.16,1.16,0
223.17,221.86,221.94,1.14,1.13,1.15,0
229.53,216.19,224.06,1.24,1.31,0.97,1
234.42,213.98,214.85,1.31,1.08,1.02,1
221.06,224.44,211.17,0.83,1.44,1.39,1
221.39,222.97,222.97,1.1,1.08,1.09,0
213.31,230.11,234.83,1.02,1.12,1.29,1
227.13,216.27,232.11,1.17,0.97,0.83,1
224.8,215.04,226.55,0.84,0.81,1.35,1
215.15,221.01,216.1,0.84,0.81,0.84,1
224.94,225.11,224.24,1.12,1.13,1.12,0
222.05,222.7,223.53,1.2,1.2,1.17,0
224.5,224.79,224.11,1.07,1.06,1.09,0
224.54,223.55,224.74,1.21,1.19,1.2,0
220.98,219.63,220.6,1.0,1.01,1.0,0
221.99,222.53,222.76,1.02,1.0,0.99,0
221.26,220.48,220.93,1.12,1.09,1.12,0
233.71,228.46,220.72,0.83,1.01,1.28,1
224.28,233.61,220.07,1.21,1.19,0.85,1
228.77,217.57,218.34,1.07,1.46,1.41,1
210.69,225.23,225.2,1.45,1.36,0.96,1
220.94,221.35,220.83,1.06,1.07,1.07,0
222.44,221.97,222.83,1.08,1.07,1.07,0
222.38,222.07,221.56,1.07,1.09,1.06,0
224.91,223.99,222.95,1.09,1.08,1.08,0
220.96,222.76,216.39,0.87,0.91,1.49,1
213.47,222.2,216.99,0.86,1.08,1.37,1
220.33,221.31,221.84,1.16,1.16,1.14,0
222.63,223.03,222.31,1.1,1.09,1.09,0
216.83,224.22,217.93,0.87,1.38,1.34,1
228.05,233.3,231.44,1.21,0.83,1.24,1
223.3,223.25,223.21,1.02,1.03,1.02,0
216.53,214.93,224.13,1.08,1.25,1.41,1
219.03,211.62,210.11,0.89,1.43,0.9,1
217.4,231.55,233.16,0.84,0.8,1.14,1
227.43,230.13,220.0,1.07,1.35,1.21,1
224.53,224.23,225.3,1.02,1.01,0.99,0
217.09,231.26,215.03,1.2,1.01,0.92,1
234.54,214.31,218.73,1.39,0.82,1.42,1
224.19,223.75,224.0,1.03,1.01,1.01,0
231.18,213.13,228.66,1.42,1.21,0.99,1
221.25,211.62,213.94,0.98,1.0,0.99,0
223.95,224.7,225.08,1.18,1.17,1.17,0
211.92,220.96,230.35,1.31,1.12,1.07,1
217.12,211.29,225.29,1.06,1.31,0.94,1
215.25,226.39,220.09,0.96,1.41,1.36,1
214.08,225.54,212.6,0.95,1.0,1.45,1
220.8,214.09,230.39,1.06,1.36,0.85,1
224.91,224.34,224.25,1.15,1.15,1.14,0
224.53,223.44,223.4,1.11,1.13,1.11,0
226.18,219.99,217.52,1.33,1.11,1.09,1
230.88,210.64,226.06,1.21,0.96,1.31,1
223.32,223.23,223.98,1.08,1.12,1.11,0
228.11,228.78,232.28,0.8,0.86,1.02,1
234.82,226.46,219.73,0.98,1.09,1.47,1
234.63,220.21,224.03,0.91,0.84,1.32,1
225.22,221.94,221.81,0.96,0.84,1.2,1
224.86,224.39,224.35,1.19,1.19,1.19,0
222.49,222.23,222.54,1.02,1.01,1.03,0
224.5,222.65,229.64,1.42,0.9,1.12,1
224.17,223.1,224.33,1.03,1.04,1.04,0
212.52,221.51,230.87,1.48,1.17,1.12,1
211.15,228.79,225.35,1.36,1.13,1.41,1
220.98,220.6,220.69,0.99,1.03,1.01,0
216.09,218.56,233.96,0.87,0.87,1.36,1
219.83,212.8,213.84,0.9,1.13,0.99,1
219.61,219.8,220.93,1.1,1.08,1.08,0
225.13,226.75,218.01,0.96,1.26,1.07,1
226.16,230.57,230.31,1.21,1.01,0.83,1
213.51,220.28,220.27,1.4,1.17,1.15,1
227.29,224.94,229.53,1.03,1.11,0.99,1
220.49,219.56,221.19,1.05,1.05,1.05,0
221.39,231.03,223.8,1.03,0.98,1.48,1
229.64,223.31,214.91,1.02,0.91,0.98,1
219.82,219.99,221.31,1.12,1.1,1.12,0
220.87,221.18,220.59,1.17,1.17,1.18,0
231.29,227.17,232.16,1.41,1.07,1.17,1
228.87,231.61,228.96,1.14,1.46,0.97,1
221.14,221.23,219.89,1.03,1.04,1.04,0
214.91,234.17,233.34,1.14,1.21,1.26,1
222.71,223.63,223.27,1.13,1.13,1.12,0
217.01,211.06,217.61,1.13,0.89,1.01,1
232.87,231.4,221.6,1.39,1.12,0.87,1
222.46,220.59,221.67,1.11,1.11,1.11,0
221.02,229.92,214.84,0.97,1.23,1.16,1
223.14,222.03,222.26,1.1,1.09,1.08,0
221.73,222.84,221.07,1.09,1.08,1.1,0
222.5,225.98,220.01,1.07,1.02,1.11,1
220.58,219.88,220.96,1.01,1.02,1.01,0
223.15,224.28,224.17,1.02,1.03,1.01,0
219.27,220.66,220.75,1.16,1.19,1.19,0
223.03,222.43,223.1,1.15,1.16,1.16,0
222.13,221.01,222.18,1.02,0.99,1.01,0
215.2,230.61,224.95,1.36,1.34,0.82,1
225.12,224.43,223.37,1.07,1.07,1.06,0
231.02,210.24,221.56,1.38,1.46,1.44,1
227.3,220.08,218.28,0.8,1.46,1.22,1
223.53,223.4,223.1,1.18,1.18,1.17,0
223.86,223.95,223.46,1.05,1.06,1.03,0
228.21,219.38,211.86,0.96,1.1,1.32,1
214.8,234.49,211.21,0.81,1.06,0.8,1
220.05,220.58,220.5,1.02,1.0,0.99,0
223.01,222.68,224.49,1.14,1.14,1.15,0
217.95,226.81,217.73,1.35,1.43,0.95,1
226.92,226.75,226.81,1.3,1.02,1.38,1
221.05,213.49,223.01,1.06,1.11,0.91,1
221.99,222.2,223.02,1.1,1.07,1.08,0
220.93,220.87,219.56,1.13,1.14,1.13,0
218.11,224.76,217.49,1.07,1.19,1.21,1
213.72,211.66,234.03,1.5,1.34,1.28,1
220.04,220.47,221.66,1.05,1.02,1.04,0
224.9,225.0,225.42,1.17,1.17,1.17,0
224.43,224.43,223.26,1.09,1.12,1.11,0
221.81,221.56,222.87,1.07,1.05,1.05,0
215.3,217.83,210.51,1.44,1.21,0.97,1
211.28,223.91,219.84,1.23,1.3,1.25,1
221.01,221.54,216.51,1.13,0.82,1.12,1
215.58,227.64,233.86,1.23,1.13,1.33,1
223.25,221.93,222.03,1.09,1.12,1.11,0
224.6,224.7,223.17,1.14,1.13,1.14,0
222.98,222.38,223.47,1.0,0.99,1.0,0
233.72,223.73,215.36,1.22,1.07,0.85,1
230.13,234.42,221.22,1.17,1.14,0.9,1
221.41,221.99,220.41,1.09,1.12,1.1,0
221.24,233.35,216.65,1.05,1.37,1.29,1
224.61,225.13,224.83,1.08,1.08,1.09,0
216.94,217.78,223.17,1.17,1.27,1.24,1
216.45,220.85,213.65,1.49,1.43,0.93,1
223.44,223.55,224.11,1.15,1.14,1.13,0
224.54,224.01,224.59,1.05,1.04,1.05,0
221.1,222.83,222.64,1.04,1.02,1.02,0
234.02,232.37,216.95,1.35,1.46,0.94,1
222.58,230.67,223.59,1.31,1.24,1.14,1
217.01,214.81,224.8,0.93,0.95,1.15,1
224.55,225.35,225.38,1.2,1.16,1.19,0
211.4,224.19,225.2,1.31,0.96,0.97,1
223.51,222.88,222.19,1.08,1.09,1.06,0
221.8,222.42,222.45,1.18,1.18,1.18,0
221.27,220.88,221.14,1.04,1.06,1.05,0
224.67,214.07,227.55,1.24,1.08,0.85,1
224.03,220.09,233.65,1.1,1.48,1.08,1
221.01,222.53,222.15,1.17,1.17,1.16,0
227.31,228.0,226.74,0.81,1.12,0.87,1
220.89,220.43,222.01,1.12,1.1,1.12,0
213.4,230.23,232.46,0.87,1.25,1.27,1
219.99,227.01,219.69,1.09,1.01,1.18,1
211.35,234.12,231.38,1.0,1.29,1.41,1
222.53,221.48,222.25,1.2,1.19,1.2,0
223.84,222.5,231.56,1.07,1.44,1.48,1
221.94,222.11,222.4,1.13,1.13,1.16,0
210.26,214.58,218.08,1.37,1.26,0.98,1
218.55,228.98,220.71,1.06,0.95,0.91,1
224.44,218.28,218.23,1.32,1.01,0.94,1
212.59,223.89,221.86,0.99,0.93,1.04,1
218.04,229.66,214.5,1.14,0.99,0.81,1
222.3,222.53,221.94,1.05,1.02,1.05,1
220.36,231.39,234.19,1.27,1.12,1.37,1
212.22,219.15,223.79,1.16,1.36,1.31,1
232.84,220.01,215.49,1.36,1.38,1.12,1
219.13,224.3,221.42,1.26,1.14,1.18,1
221.17,214.99,226.16,0.89,1.4,1.39,1
222.88,211.57,232.12,1.3,0.93,1.14,1
234.52,222.17,234.97,1.06,1.03,1.03,0
211.03,210.77,229.24,1.25,1.14,1.38,1
221.25,221.2,220.49,1.05,1.04,1.06,0
223.7,224.21,224.64,1.11,1.1,1.09,0
226.37,226.04,219.39,1.3,1.41,1.08,1
221.35,221.68,222.56,1.03,1.01,1.02,0
232.82,227.02,228.57,1.03,1.11,0.95,1
215.09,234.76,230.26,1.5,1.48,0.99,1
216.73,229.68,232.48,1.16,1.11,1.29,1
222.43,221.07,221.18,1.15,1.15,1.14,0
225.1,222.45,210.13,0.88,0.97,1.18,1
228.15,232.79,222.07,1.1,1.08,1.25,1
222.76,222.79,223.45,1.08,1.1,1.09,0
224.31,224.85,224.11,1.06,1.07,1.07,0
220.51,229.46,210.65,1.42,1.43,1.02,1
219.65,220.07,219.97,1.15,1.14,1.14,0
223.04,222.74,222.45,1.1,1.11,1.11,0
227.48,232.97,211.67,1.5,1.43,1.01,1
218.49,226.68,234.38,1.06,1.14,1.15,1
221.88,220.69,221.17,1.02,0.99,0.99,0
224.39,225.12,225.47,1.15,1.12,1.12,0
230.99,227.96,219.94,1.46,1.18,1.04,1
234.81,219.57,229.88,1.1,1.47,0.89,1
223.75,223.23,223.43,1.01,1.03,1.02,0
220.97,222.15,221.59,1.11,1.11,1.13,0
215.32,227.62,227.74,1.16,1.07,1.15,1
223.12,222.47,222.63,1.18,1.18,1.19,0
222.07,218.48,221.32,1.31,0.95,1.34,1
234.86,211.66,214.73,0.94,1.47,1.36,1
215.49,232.18,232.1,1.25,0.96,1.01,1
223.36,223.78,223.96,1.18,1.18,1.17,0
221.75,223.39,226.32,1.2,1.0,0.8,1
224.54,224.56,225.48,1.1,1.1,1.08,0
220.26,222.03,220.73,1.05,1.05,1.04,0
219.85,219.57,219.41,1.01,1.03,1.04,0
224.0,224.4,224.17,1.11,1.12,1.13,0
222.41,223.16,222.21,1.11,1.11,1.11,0
224.23,224.03,223.28,1.21,1.2,1.2,0
223.5,224.78,224.45,1.01,0.99,1.0,0
222.6,222.34,222.1,1.08,1.05,1.05,1
231.49,212.4,228.45,0.82,1.4,1.06,1
220.64,220.61,220.03,1.18,1.17,1.17,0
210.09,224.36,228.98,1.07,1.33,1.01,1
224.36,223.1,223.64,1.19,1.19,1.19,0
221.49,221.42,220.09,1.09,1.08,1.07,0
224.98,224.38,224.27,1.0,0.99,1.01,0
220.56,219.54,221.28,1.12,1.11,1.11,0
224.51,225.14,224.3,1.21,1.18,1.21,0
221.93,220.5,222.09,1.03,1.02,1.04,0
220.84,220.62,221.3,1.11,1.1,1.11,0
225.2,212.21,217.66,1.43,1.21,1.28,1
219.77,220.79,220.73,1.04,1.02,1.01,0
220.11,222.0,220.86,1.1,1.07,1.08,0
221.31,217.58,219.45,0.94,0.99,1.38,1
220.41,217.39,228.96,0.94,1.07,0.85,1
224.19,224.66,222.83,1.15,1.17,1.16,0
220.11,220.98,220.15,1.09,1.1,1.09,0
219.51,233.67,223.14,1.05,1.31,1.03,1
215.78,230.15,223.8,1.15,1.26,1.43,1
225.97,225.7,232.52,0.8,1.23,1.13,1
221.89,222.02,220.83,1.19,1.2,1.19,0
219.23,219.63,219.41,1.04,1.07,1.11,1
224.68,230.76,211.33,1.1,1.35,0.82,1
226.86,224.24,215.63,1.24,1.01,1.22,1
221.54,221.29,220.23,1.15,1.19,1.17,0
215.97,220.13,232.7,1.31,0.87,0.84,1
225.51,224.93,225.41,1.12,1.09,1.09,0
219.88,220.95,220.89,1.07,1.09,1.09,0
221.02,221.03,221.85,1.07,1.09,1.1,0
229.9,212.71,229.33,1.25,0.97,1.43,1
224.33,223.03,224.23,1.19,1.18,1.2,0
222.37,221.23,222.44,1.1,1.11,1.1,0
222.03,221.31,221.83,1.04,1.01,1.05,0
220.16,224.55,229.58,0.85,1.43,1.26,1
228.48,224.97,215.97,1.33,0.93,1.09,1
217.16,229.52,234.33,1.07,1.38,0.91,1
225.55,217.7,230.94,1.03,1.37,1.22,1
220.73,219.85,220.61,1.02,1.03,1.05,0
221.46,221.81,221.45,1.1,1.08,1.1,0
222.96,223.24,223.65,1.08,1.08,1.07,0
